DB01820	drug_gene	5770
DB01793	drug_gene	2932
DB01790	drug_gene	5573
DB01791	drug_gene	5144
DB01791	drug_gene	5142
DB01791	drug_gene	5143
DB01791	drug_gene	5141
DB01796	drug_gene	13316374
DB01796	drug_gene	1251663
DB01825	drug_gene	3188564
DB01826	drug_gene	4151
DB01826	drug_gene	13320140
DB01827	drug_gene	3958
DB01828	drug_gene	12930862
DB01829	drug_gene	878374
DB04258	drug_gene	7421
DB07599	drug_gene	10076131
DB01711	drug_gene	126
DB00548	drug_gene	6716
DB00548	drug_gene	7299
DB00548	drug_gene	6718
DB00548	drug_gene	1120737
DB00548	drug_gene	12933188
DB00663	drug_gene	2908
DB07224	drug_gene	1508
DB01823	drug_gene	5837
DB02096	drug_gene	100
DB03212	drug_gene	12933293
DB07225	drug_gene	1508
DB03902	drug_gene	6714
DB07226	drug_gene	7465
DB08427	drug_gene	939005
DB08426	drug_gene	2159
DB08424	drug_gene	1432
DB08423	drug_gene	1432
DB08422	drug_gene	2147
DB08420	drug_gene	5644
DB04522	drug_gene	5836
DB04522	drug_gene	6010
DB04522	drug_gene	5170
DB04522	drug_gene	9344
DB04522	drug_gene	4087
DB04522	drug_gene	5566
DB04522	drug_gene	12930833
DB04522	drug_gene	5292
DB04522	drug_gene	5588
DB04522	drug_gene	3749
DB04522	drug_gene	5837
DB04522	drug_gene	6317
DB04522	drug_gene	938416
DB04522	drug_gene	879406
DB04522	drug_gene	1199609
DB04522	drug_gene	1255000
DB04522	drug_gene	1080
DB04522	drug_gene	5967
DB07266	drug_gene	6790
DB02827	drug_gene	5770
DB08429	drug_gene	1803
DB07188	drug_gene	13320077
DB04514	drug_gene	6035
DB00902	drug_gene	3269
DB01410	drug_gene	2908
DB00903	drug_gene	6557
DB00903	drug_gene	476
DB01413	drug_gene	12932643
DB01413	drug_gene	12930918
DB00595	drug_gene	12934394
DB00595	drug_gene	12933452
DB02396	drug_gene	4151
DB04678	drug_gene	28
DB04679	drug_gene	28
DB02395	drug_gene	1728
DB01178	drug_gene	706
DB01179	drug_gene	203068
DB01179	drug_gene	7153
DB01179	drug_gene	7277
DB01176	drug_gene	3269
DB01176	drug_gene	6783
DB01177	drug_gene	7153
DB01174	drug_gene	1139
DB01174	drug_gene	2554
DB01174	drug_gene	2555
DB01174	drug_gene	2556
DB01174	drug_gene	2557
DB01174	drug_gene	2558
DB01174	drug_gene	2559
DB01174	drug_gene	1137
DB01174	drug_gene	2891
DB01174	drug_gene	2898
DB01175	drug_gene	1128
DB01175	drug_gene	148
DB01175	drug_gene	6532
DB01175	drug_gene	6530
DB01175	drug_gene	6531
DB01175	drug_gene	3269
DB01172	drug_gene	12932620
DB01173	drug_gene	2902
DB01173	drug_gene	2906
DB01173	drug_gene	6336
DB01173	drug_gene	6530
DB01173	drug_gene	3269
DB01173	drug_gene	116444
DB01173	drug_gene	116443
DB01170	drug_gene	6530
DB01171	drug_gene	4128
DB08168	drug_gene	10105
DB08168	drug_gene	55869
DB08168	drug_gene	12932091
DB08169	drug_gene	1723
DB01958	drug_gene	200895
DB01959	drug_gene	5144
DB01959	drug_gene	5142
DB01488	drug_gene	3356
DB01488	drug_gene	3362
DB01488	drug_gene	10280
DB01954	drug_gene	5144
DB01954	drug_gene	5142
DB01955	drug_gene	30814
DB01955	drug_gene	950576
DB01955	drug_gene	11253
DB01955	drug_gene	5320
DB01955	drug_gene	12930653
DB01956	drug_gene	12930836
DB01956	drug_gene	988968
DB01957	drug_gene	1258585
DB01950	drug_gene	2932
DB01951	drug_gene	2280
DB01952	drug_gene	13869795
DB01953	drug_gene	1432
DB04271	drug_gene	5144
DB08768	drug_gene	1017
DB08386	drug_gene	10846
DB08764	drug_gene	5979
DB08765	drug_gene	4282
DB08765	drug_gene	760
DB08766	drug_gene	51056
DB00782	drug_gene	1128
DB08760	drug_gene	5468
DB08761	drug_gene	13318971
DB08762	drug_gene	1357
DB08763	drug_gene	5644
DB00579	drug_gene	6532
DB00579	drug_gene	6530
DB00579	drug_gene	6531
DB01003	drug_gene	6286
DB01003	drug_gene	3778
DB01000	drug_gene	934791
DB01000	drug_gene	990276
DB01000	drug_gene	7329159
DB01001	drug_gene	153
DB01001	drug_gene	154
DB01006	drug_gene	1588
DB01007	drug_gene	1595
DB01007	drug_gene	3641571
DB06908	drug_gene	5468
DB06908	drug_gene	8648
DB06909	drug_gene	5142
DB00571	drug_gene	3351
DB00571	drug_gene	153
