C16.320	disease_disease	C16.320.129
C17.300.550.575	disease_disease	C17.300.550.575.650
C15.378	disease_disease	C15.378.400
C06.405	disease_disease	C06.405.748
C10.228.140.163.100	disease_disease	C10.228.140.163.100.844
C16.320.565.189.435.825	disease_disease	C16.320.565.189.435.825.400
C18.452.132.100.435.825	disease_disease	C18.452.132.100.435.825.300
C18.452	disease_disease	C18.452.076
C18.452.394.968	disease_disease	C18.452.394.968.500
C10	disease_disease	C10.177
C18.452.648.189	disease_disease	C18.452.648.189.520
C10.597.606.360.455	disease_disease	C10.597.606.360.455.875
C10.228.140.300.510.800	disease_disease	C10.228.140.300.510.800.500
C12.706.316.064	disease_disease	C12.706.316.064.249
C14.280	disease_disease	C14.280.195
C15.604.515.569.480.150	disease_disease	C15.604.515.569.480.150.165
C05.116.264.579.052	disease_disease	C05.116.264.579.052.400
C08.381	disease_disease	C08.381.112
C14.280.123.625	disease_disease	C14.280.123.625.440
C18.452.132.100.435.825.700	disease_disease	C18.452.132.100.435.825.700.500
C01	disease_disease	C01.160
C16.320.850.250	disease_disease	C16.320.850.250.856
C01.925.081	disease_disease	C01.925.081.270
C06.130.120.200	disease_disease	C06.130.120.200.110
C05.651.662	disease_disease	C05.651.662.500
C16.131.260.019	disease_disease	C16.131.260.019.500
C04.700	disease_disease	C04.700.517
C04.557.450	disease_disease	C04.557.450.565
C10.597.606.360.455	disease_disease	C10.597.606.360.455.937
C23.888.942.750	disease_disease	C23.888.942.750.269
C16.614	disease_disease	C16.614.760
C16.320.565.398	disease_disease	C16.320.565.398.850
C12.777.419.403	disease_disease	C12.777.419.403.875
C20.683.515.710	disease_disease	C20.683.515.710.465
C15.378.071	disease_disease	C15.378.071.085
C11.768	disease_disease	C11.768.364
C12.706	disease_disease	C12.706.258
C18.452.584.687.803	disease_disease	C18.452.584.687.803.730
C20.543.480.904	disease_disease	C20.543.480.904.066
C10.668.829	disease_disease	C10.668.829.100
C19	disease_disease	C19.700
C16.320.400.560	disease_disease	C16.320.400.560.400
C19.391.119.096	disease_disease	C19.391.119.096.750
C20.543	disease_disease	C20.543.480
C16.320.565.189	disease_disease	C16.320.565.189.362
C15.604.744	disease_disease	C15.604.744.146
C04.588	disease_disease	C04.588.274
C16.320	disease_disease	C16.320.784
C11.941.375	disease_disease	C11.941.375.285
C17.800.804	disease_disease	C17.800.804.936
C14.280.400	disease_disease	C14.280.400.725
C16.320.322	disease_disease	C16.320.322.562
C10.114	disease_disease	C10.114.703
C14.280.067	disease_disease	C14.280.067.093
C08.127	disease_disease	C08.127.108
C18.452.648.398.641.803.925	disease_disease	C18.452.648.398.641.803.925.500
C15.604.515	disease_disease	C15.604.515.560
C04.700.250.500	disease_disease	C04.700.250.500.500
C10.668.491	disease_disease	C10.668.491.606
C16.320.099	disease_disease	C16.320.099.300
C01.920.500.270	disease_disease	C01.920.500.270.200
C16.320.180.019	disease_disease	C16.320.180.019.500
C15.378.463	disease_disease	C15.378.463.920
C16.320.565.663	disease_disease	C16.320.565.663.100
C08.381.765	disease_disease	C08.381.765.500
C16.131.240.400	disease_disease	C16.131.240.400.715
C20.543.206	disease_disease	C20.543.206.189
C16.320.831	disease_disease	C16.320.831.093
C11.590	disease_disease	C11.590.224
C23.888.885	disease_disease	C23.888.885.375
C18.452.648	disease_disease	C18.452.648.753
C13.351.968.419.135	disease_disease	C13.351.968.419.135.875
C04.588.322.400	disease_disease	C04.588.322.400.510
C04.557.645	disease_disease	C04.557.645.375
C04.700	disease_disease	C04.700.700
C20.673.795.625	disease_disease	C20.673.795.625.500
C18.452.648.398.641.803.730	disease_disease	C18.452.648.398.641.803.730.750
C17.300.775	disease_disease	C17.300.775.049
C16.131.621.207	disease_disease	C16.131.621.207.700
C08.907	disease_disease	C08.907.863
C10.228.140.695.625	disease_disease	C10.228.140.695.625.550
C13.351.968.419	disease_disease	C13.351.968.419.815
C16.131.621.207	disease_disease	C16.131.621.207.240
C17.800.428.435	disease_disease	C17.800.428.435.600
C23.550	disease_disease	C23.550.751
C20.111.258	disease_disease	C20.111.258.750
C16.320.400	disease_disease	C16.320.400.820
C16.320.565.595	disease_disease	C16.320.565.595.554
C01.221.812.640	disease_disease	C01.221.812.640.400
C17.300.775	disease_disease	C17.300.775.099
C10.228.140.695	disease_disease	C10.228.140.695.562
C20.111	disease_disease	C20.111.190
C08	disease_disease	C08.695
C16.614.492.400	disease_disease	C16.614.492.400.375
C18.452.648.100	disease_disease	C18.452.648.100.544
C16.320.565.595.600	disease_disease	C16.320.565.595.600.650
C16.320	disease_disease	C16.320.488
C01.925.782.350	disease_disease	C01.925.782.350.350
C13.351.937.418.685	disease_disease	C13.351.937.418.685.431
C14.240.850	disease_disease	C14.240.850.750
C18.452.648.595.554.825	disease_disease	C18.452.648.595.554.825.200
C18.452.132.100.937	disease_disease	C18.452.132.100.937.124
C16.131.260.830	disease_disease	C16.131.260.830.835
C16.320.565.189.435.825	disease_disease	C16.320.565.189.435.825.200
C16.320.850	disease_disease	C16.320.850.275
C18.452.648.202.720	disease_disease	C18.452.648.202.720.100
C05.500	disease_disease	C05.500.460
C14.280.955	disease_disease	C14.280.955.750
C17.800.804.512	disease_disease	C17.800.804.512.723
C10.228.140.079	disease_disease	C10.228.140.079.898
C16.320.180	disease_disease	C16.320.180.210
C14.907.355.830.925	disease_disease	C14.907.355.830.925.275
C14.240.400	disease_disease	C14.240.400.560
C16.131.240.400	disease_disease	C16.131.240.400.784
C04.557.470.035	disease_disease	C04.557.470.035.625
C11.270.684	disease_disease	C11.270.684.249
C17.800.804	disease_disease	C17.800.804.580
C04.557.465.625.600.590.650	disease_disease	C04.557.465.625.600.590.650.550
C15.378.100.141	disease_disease	C15.378.100.141.335
C07.320.440	disease_disease	C07.320.440.606
C16.320.565.189.362	disease_disease	C16.320.565.189.362.250
C07.793.700	disease_disease	C07.793.700.260
C16.320.400	disease_disease	C16.320.400.630
C13.351.968.419	disease_disease	C13.351.968.419.978
C15.378.463.735	disease_disease	C15.378.463.735.400
C18.452.648.189	disease_disease	C18.452.648.189.355
C04.557.450.565.590.350	disease_disease	C04.557.450.565.590.350.320
C10.228.228.800	disease_disease	C10.228.228.800.230
C15.378.071.141	disease_disease	C15.378.071.141.125
C16.131.077	disease_disease	C16.131.077.245
C14.280.067	disease_disease	C14.280.067.565
C10.228.662.262.249	disease_disease	C10.228.662.262.249.937
C10.574.945	disease_disease	C10.574.945.249
C14.280.484	disease_disease	C14.280.484.048
C16.131.666.680	disease_disease	C16.131.666.680.488
C14.240.400	disease_disease	C14.240.400.915
C14.280.123	disease_disease	C14.280.123.625
C04.557.470.200	disease_disease	C04.557.470.200.025
C11.250	disease_disease	C11.250.390
C16.320.565.398	disease_disease	C16.320.565.398.500
C20.673	disease_disease	C20.673.795
C16.614.200	disease_disease	C16.614.200.500
C19.642.482.500	disease_disease	C19.642.482.500.500
C05.116.099.370	disease_disease	C05.116.099.370.652
C18.452.845.500	disease_disease	C18.452.845.500.050
C17.800.865	disease_disease	C17.800.865.858
C16.320.565.202.449	disease_disease	C16.320.565.202.449.448
C04.557	disease_disease	C04.557.450
C11.525.381.407	disease_disease	C11.525.381.407.480
C15.378.100.100	disease_disease	C15.378.100.100.335
C16.320.565.189.435.825	disease_disease	C16.320.565.189.435.825.590
C04.182.089.530.690	disease_disease	C04.182.089.530.690.150
C15.378.071.141	disease_disease	C15.378.071.141.560
C10.228.140.163.100.435	disease_disease	C10.228.140.163.100.435.810
C04.557.470	disease_disease	C04.557.470.700
C16.131.621.207	disease_disease	C16.131.621.207.103
C16.320.565.398.641.803.350.300	disease_disease	C16.320.565.398.641.803.350.300.925
C18.452.648.398.641.803	disease_disease	C18.452.648.398.641.803.585
C18.452.648.398.641.803.350.300	disease_disease	C18.452.648.398.641.803.350.300.925
C05.660	disease_disease	C05.660.585
C12.777.934	disease_disease	C12.777.934.363
C19.344.078.265	disease_disease	C19.344.078.265.750
C16.320.565.189	disease_disease	C16.320.565.189.412
C15.378.463	disease_disease	C15.378.463.080
C06.405.205.731	disease_disease	C06.405.205.731.500
C16.320.565.663	disease_disease	C16.320.565.663.760
C13.351.968.419.815	disease_disease	C13.351.968.419.815.683
C17.800.827	disease_disease	C17.800.827.337
C16.320.565.398	disease_disease	C16.320.565.398.483
C18.452.648.595.554.825.300	disease_disease	C18.452.648.595.554.825.300.400
C01.925	disease_disease	C01.925.839
C18.452.132.100	disease_disease	C18.452.132.100.844
C14.280.123.625	disease_disease	C14.280.123.625.070
C12.777.419.570	disease_disease	C12.777.419.570.620
C15.378.100.100	disease_disease	C15.378.100.100.310
C18.452.132.100	disease_disease	C18.452.132.100.937
C04.445	disease_disease	C04.445.622
C16.320	disease_disease	C16.320.322
C16.320.565.100.102	disease_disease	C16.320.565.100.102.100
C04.557.470.670.590	disease_disease	C04.557.470.670.590.500
C13.703.277.060	disease_disease	C13.703.277.060.480
C16.320.565.189	disease_disease	C16.320.565.189.750
C10	disease_disease	C10.574
C08.127	disease_disease	C08.127.384
C16.320.565.202	disease_disease	C16.320.565.202.355
C10.292	disease_disease	C10.292.562
C18.452.284	disease_disease	C18.452.284.280
C16.320.565.189	disease_disease	C16.320.565.189.875
C18.452.394.750	disease_disease	C18.452.394.750.654
C10.177.575	disease_disease	C10.177.575.600
C20.111	disease_disease	C20.111.750
C14.280.400	disease_disease	C14.280.400.915
C23.888.592.636.447.511	disease_disease	C23.888.592.636.447.511.500
C18.452.584.687.803.350	disease_disease	C18.452.584.687.803.350.360
