C19.391.829.782.500	disease_disease	C19.391.829.782.500.249
C16.320.565.189.435.825	disease_disease	C16.320.565.189.435.825.300
C16.131.077.245.500	disease_disease	C16.131.077.245.500.531
C16.320.565.100	disease_disease	C16.320.565.100.620
C01.207	disease_disease	C01.207.800
C05.116.099.708	disease_disease	C05.116.099.708.857
C04.557.470.565	disease_disease	C04.557.470.565.165
C23.550.210	disease_disease	C23.550.210.050
C15.378.190	disease_disease	C15.378.190.625
C16.320.565.300	disease_disease	C16.320.565.300.281
C16.320.700.250.500	disease_disease	C16.320.700.250.500.500
C12.777	disease_disease	C12.777.829
C16.320.850.742	disease_disease	C16.320.850.742.250
C06.689	disease_disease	C06.689.667
C16.320.365.826	disease_disease	C16.320.365.826.150
C16.320.099	disease_disease	C16.320.099.920
C19.391.630	disease_disease	C19.391.630.580
C19.642.482	disease_disease	C19.642.482.500
C11	disease_disease	C11.590
C14.280.067.558	disease_disease	C14.280.067.558.323
C19.391.119.096	disease_disease	C19.391.119.096.624
C20.111	disease_disease	C20.111.175
C11.525.381	disease_disease	C11.525.381.703
C13.351.937.418.875	disease_disease	C13.351.937.418.875.850
C06.405.469	disease_disease	C06.405.469.578
C16.614	disease_disease	C16.614.200
C16.320.382	disease_disease	C16.320.382.500
C23.888.592.636.447	disease_disease	C23.888.592.636.447.690
C04.557.470.200	disease_disease	C04.557.470.200.360
C04.557.337.539.250	disease_disease	C04.557.337.539.250.400
C20.111	disease_disease	C20.111.199
C16.320.565.618	disease_disease	C16.320.565.618.711
C10.597	disease_disease	C10.597.613
C04.557.470	disease_disease	C04.557.470.660
C11.250	disease_disease	C11.250.566
C10.500.507.450	disease_disease	C10.500.507.450.499
C01.925.440	disease_disease	C01.925.440.440
C15.378.100.100	disease_disease	C15.378.100.100.056
C10.228.140.300.275	disease_disease	C10.228.140.300.275.500
C17.800.827	disease_disease	C17.800.827.750
C18.452.648.202	disease_disease	C18.452.648.202.810
C18.452.648	disease_disease	C18.452.648.202
C14.240.400	disease_disease	C14.240.400.625
C10.668.491.500.700	disease_disease	C10.668.491.500.700.500
C18.452.648.189.435.825.300.300	disease_disease	C18.452.648.189.435.825.300.300.249
C05.550.114	disease_disease	C05.550.114.145
C16.320.850	disease_disease	C16.320.850.730
C10.228.140.300.510.200	disease_disease	C10.228.140.300.510.200.737
C05.799	disease_disease	C05.799.114
C16.320.565.151	disease_disease	C16.320.565.151.600
C14.907	disease_disease	C14.907.780
C14.907.454	disease_disease	C14.907.454.530
C10.228	disease_disease	C10.228.854
C	disease_disease	C23
C18.452.811	disease_disease	C18.452.811.400
C05.330.495	disease_disease	C05.330.495.681
C18.452.648.202.449	disease_disease	C18.452.648.202.449.448
C23.888.592.608	disease_disease	C23.888.592.608.875
C04.557.470.035	disease_disease	C04.557.470.035.510
C10	disease_disease	C10.228
C10.597.350.090.500.530	disease_disease	C10.597.350.090.500.530.530
C17.800	disease_disease	C17.800.600
C14.280.400.560	disease_disease	C14.280.400.560.375
C12.294.260.937.500	disease_disease	C12.294.260.937.500.249
C10	disease_disease	C10.551
C11.270	disease_disease	C11.270.881
C18.452.648.189	disease_disease	C18.452.648.189.535
C10.314.350	disease_disease	C10.314.350.500
C05.116.099.708	disease_disease	C05.116.099.708.685
C05.660.906.819	disease_disease	C05.660.906.819.100
C14.907	disease_disease	C14.907.460
C14.280.955.249	disease_disease	C14.280.955.249.070
C16.320.850.275	disease_disease	C16.320.850.275.170
C16.131.666.034	disease_disease	C16.131.666.034.500
C19.391.630.580	disease_disease	C19.391.630.580.765
C16.131.314	disease_disease	C16.131.314.439
C16.131.621	disease_disease	C16.131.621.445
C06.405.117	disease_disease	C06.405.117.102
C16.320.400	disease_disease	C16.320.400.525
C08.618	disease_disease	C08.618.846
C10.228.662.262	disease_disease	C10.228.662.262.249
C16.131.831.350	disease_disease	C16.131.831.350.298
C11.941.160	disease_disease	C11.941.160.300
C05.116	disease_disease	C05.116.264
C04.588.894.797.520.109.220	disease_disease	C04.588.894.797.520.109.220.249
C17.800.827	disease_disease	C17.800.827.820
C08.360.940	disease_disease	C08.360.940.490
C01.925	disease_disease	C01.925.928
C15.378.190.223	disease_disease	C15.378.190.223.500
C16.131.850	disease_disease	C16.131.850.800
C07.793	disease_disease	C07.793.494
C10.597	disease_disease	C10.597.742
C04.588.945.440.915.500	disease_disease	C04.588.945.440.915.500.249
C04.557.470.200.025	disease_disease	C04.557.470.200.025.390
C10.177.575.550	disease_disease	C10.177.575.550.875
C14.280.484.048.750	disease_disease	C14.280.484.048.750.070
C23.550.414	disease_disease	C23.550.414.950
C18.452.648.398.641.803.350	disease_disease	C18.452.648.398.641.803.350.300
C10.597.751.418.341	disease_disease	C10.597.751.418.341.812
C13.351.968.829	disease_disease	C13.351.968.829.707
C16.131	disease_disease	C16.131.894
C18.452.648.189.435.825	disease_disease	C18.452.648.189.435.825.700
C04.557.450.565.590	disease_disease	C04.557.450.565.590.340
C09	disease_disease	C09.647
C18.452.648.663	disease_disease	C18.452.648.663.430
C08.460	disease_disease	C08.460.171
C14.280	disease_disease	C14.280.459
C11.250	disease_disease	C11.250.666
C16.131.077	disease_disease	C16.131.077.606
C23.300.707.960	disease_disease	C23.300.707.960.500
C04.651.600	disease_disease	C04.651.600.500
C15.378.071.252	disease_disease	C15.378.071.252.196
C06.405.205	disease_disease	C06.405.205.731
C04.557.386	disease_disease	C04.557.386.480
C18.452.648.618	disease_disease	C18.452.648.618.544
C18.452.174.845	disease_disease	C18.452.174.845.875
C15.378.100.141	disease_disease	C15.378.100.141.500
C01.925.256	disease_disease	C01.925.256.650
C18.452	disease_disease	C18.452.132
C23.550.260	disease_disease	C23.550.260.322
C10.228.140.163.100	disease_disease	C10.228.140.163.100.875
C10.228.140.163.100	disease_disease	C10.228.140.163.100.535
C01.925	disease_disease	C01.925.782
C18.452.648.189.362	disease_disease	C18.452.648.189.362.312
C10.574	disease_disease	C10.574.781
C14.280.400	disease_disease	C14.280.400.340
C13.351.968.419	disease_disease	C13.351.968.419.192
C10.551.240	disease_disease	C10.551.240.500
C10.597.751.418.341.186	disease_disease	C10.597.751.418.341.186.500
C23.888.592.979	disease_disease	C23.888.592.979.550
C19	disease_disease	C19.053
C12.758.409.937	disease_disease	C12.758.409.937.500
C10.500.250	disease_disease	C10.500.250.309
C18.452.648.202.251	disease_disease	C18.452.648.202.251.221
C13.351.500.056.630.580	disease_disease	C13.351.500.056.630.580.765
C16.131.621.906.819	disease_disease	C16.131.621.906.819.100
C12.294.260	disease_disease	C12.294.260.937
C10.114.750	disease_disease	C10.114.750.100
C14.280.400	disease_disease	C14.280.400.592
C17.800.804.512.400	disease_disease	C17.800.804.512.400.410
C13.351.937.418	disease_disease	C13.351.937.418.685
C08.381	disease_disease	C08.381.483
C16.320.565.618	disease_disease	C16.320.565.618.482
C18.452.648.595.600	disease_disease	C18.452.648.595.600.650
C10.668.829.500.500	disease_disease	C10.668.829.500.500.200
C17.800.174	disease_disease	C17.800.174.193
C05.660.207.231	disease_disease	C05.660.207.231.427
C18.452.648.189.435.825	disease_disease	C18.452.648.189.435.825.590
C04.557.450.795	disease_disease	C04.557.450.795.620
C04.588.945.418	disease_disease	C04.588.945.418.948
C11.270.162	disease_disease	C11.270.162.218
C13.351.875.253.064	disease_disease	C13.351.875.253.064.124
C09.218.458.341	disease_disease	C09.218.458.341.186
C16.131.831	disease_disease	C16.131.831.493
C14.280.067.565	disease_disease	C14.280.067.565.070
C16.320.365.826.100	disease_disease	C16.320.365.826.100.350
C01.207.800	disease_disease	C01.207.800.350
C16.614.492	disease_disease	C16.614.492.400
C08.674	disease_disease	C08.674.453
C20.543.480.904.066.500	disease_disease	C20.543.480.904.066.500.750
C19.297	disease_disease	C19.297.656
C20.683.515.761	disease_disease	C20.683.515.761.480
C04.588.945	disease_disease	C04.588.945.947
C17.800.827.275	disease_disease	C17.800.827.275.180
C16.131.666.507	disease_disease	C16.131.666.507.450
C10.597.606.360	disease_disease	C10.597.606.360.700
C18.452.648.189	disease_disease	C18.452.648.189.937
C08.785.520.100.220	disease_disease	C08.785.520.100.220.500
C04.557.386.480	disease_disease	C04.557.386.480.750
C15.378.100.141.900	disease_disease	C15.378.100.141.900.200
C01.207.245	disease_disease	C01.207.245.340
C16.320.565.595.554	disease_disease	C16.320.565.595.554.825
C16.131.621.207.231	disease_disease	C16.131.621.207.231.576
C15.378.463	disease_disease	C15.378.463.325
C04.588.322	disease_disease	C04.588.322.894
C16.131.939.316.096	disease_disease	C16.131.939.316.096.750
C15.378.140.855.925.750	disease_disease	C15.378.140.855.925.750.680
C11.270.151	disease_disease	C11.270.151.500
C23.550	disease_disease	C23.550.429
C15.378.463	disease_disease	C15.378.463.825
C18.452.648.618	disease_disease	C18.452.648.618.337
C18.452.584.687.803	disease_disease	C18.452.584.687.803.925
C14.280.400	disease_disease	C14.280.400.560
C10.177.575	disease_disease	C10.177.575.300
C18.452.174.509	disease_disease	C18.452.174.509.700
C23.550	disease_disease	C23.550.288
C07.793.700.255	disease_disease	C07.793.700.255.500
C14.907	disease_disease	C14.907.137
C04.557.465	disease_disease	C04.557.465.625
C04.557.450	disease_disease	C04.557.450.590
C06.301.623	disease_disease	C06.301.623.160
C16.320.400.525	disease_disease	C16.320.400.525.500
C10.228.140.300.510	disease_disease	C10.228.140.300.510.200
C05.330.495.681	disease_disease	C05.330.495.681.063
C07.650	disease_disease	C07.650.800
C16.320.700	disease_disease	C16.320.700.667
C19.642.355	disease_disease	C19.642.355.239
C16.320.322	disease_disease	C16.320.322.235
C16.131.077	disease_disease	C16.131.077.239
C08.702	disease_disease	C08.702.750
C10.668.467	disease_disease	C10.668.467.500
C19	disease_disease	C19.149
C20.111	disease_disease	C20.111.163
C15.378.100.100	disease_disease	C15.378.100.100.690
C16.320	disease_disease	C16.320.077
C11.941.879	disease_disease	C11.941.879.780
C16.131.621.585	disease_disease	C16.131.621.585.984
C18.654	disease_disease	C18.654.726
C16.320	disease_disease	C16.320.577
C25.100.468.380	disease_disease	C25.100.468.380.900
C12.777.419.815	disease_disease	C12.777.419.815.279
C14.280	disease_disease	C14.280.484
C17.800.827.742	disease_disease	C17.800.827.742.437
C23.550.325.500	disease_disease	C23.550.325.500.500
C01.925.256.430	disease_disease	C01.925.256.430.400
C20.111	disease_disease	C20.111.555
C13.351.968.419.600	disease_disease	C13.351.968.419.600.500
C11.966.075.375	disease_disease	C11.966.075.375.500
C14.907.823	disease_disease	C14.907.823.213
C16.320.070	disease_disease	C16.320.070.480
C04.557.470.200.025	disease_disease	C04.557.470.200.025.660
C14.907.109.139	disease_disease	C14.907.109.139.587
C05.116.099.343	disease_disease	C05.116.099.343.679
C16.320.565.398.641	disease_disease	C16.320.565.398.641.803
C18.452.660	disease_disease	C18.452.660.520
C05.116.900	disease_disease	C05.116.900.153
C14.907.109.139	disease_disease	C14.907.109.139.125
C10.574.500	disease_disease	C10.574.500.493
C15.378.100.100	disease_disease	C15.378.100.100.550
C04.557.580.625.650	disease_disease	C04.557.580.625.650.700
C19.391.119	disease_disease	C19.391.119.795
C01.925.256.650.810	disease_disease	C01.925.256.650.810.345
C04.557	disease_disease	C04.557.465
C13.351.500.056	disease_disease	C13.351.500.056.630
C10.228.140.490.375	disease_disease	C10.228.140.490.375.130
C16.131.666.310	disease_disease	C16.131.666.310.309
C18.452.845.500.075	disease_disease	C18.452.845.500.075.050
C20.673.774	disease_disease	C20.673.774.600
C16.320.565.202.449	disease_disease	C16.320.565.202.449.520
C16.320.700	disease_disease	C16.320.700.175
C20.111.258.250	disease_disease	C20.111.258.250.175
C18.452.584.500.500.644	disease_disease	C18.452.584.500.500.644.495
C16.320.565.202.251	disease_disease	C16.320.565.202.251.271
C10.668.829.650	disease_disease	C10.668.829.650.250
C10.574.500	disease_disease	C10.574.500.497
C01.925	disease_disease	C01.925.813
C09.218.458.341.887	disease_disease	C09.218.458.341.887.886
C01.830	disease_disease	C01.830.499
C16.131.240.850	disease_disease	C16.131.240.850.750
C16.131.077.019	disease_disease	C16.131.077.019.500
C04.850.908	disease_disease	C04.850.908.416
C16.320	disease_disease	C16.320.170
C16.320.850.475.440	disease_disease	C16.320.850.475.440.500
C04.557.337.539.275	disease_disease	C04.557.337.539.275.484
C18.452.132.100	disease_disease	C18.452.132.100.362
C16.320.565.202	disease_disease	C16.320.565.202.670
C01	disease_disease	C01.830
C06.552.830	disease_disease	C06.552.830.074
C16.320.322.500	disease_disease	C16.320.322.500.186
C12.758.409	disease_disease	C12.758.409.750
C16.320.831.885	disease_disease	C16.320.831.885.250
C16.320	disease_disease	C16.320.180
C09.647	disease_disease	C09.647.675
C19.344.609	disease_disease	C19.344.609.292
C18.452.132.100	disease_disease	C18.452.132.100.355
C17.800.428	disease_disease	C17.800.428.275
C16.320.831	disease_disease	C16.320.831.532
C15.378	disease_disease	C15.378.100
C04.700	disease_disease	C04.700.175
C16.320.565.189	disease_disease	C16.320.565.189.380
C18.452.648.398	disease_disease	C18.452.648.398.483
C16.131.939.316.064	disease_disease	C16.131.939.316.064.249
C17.800.804	disease_disease	C17.800.804.350
C10.228.140.490.493	disease_disease	C10.228.140.490.493.125
C16.131.939.316.129	disease_disease	C16.131.939.316.129.500
C16.131.939.316.309	disease_disease	C16.131.939.316.309.872
C17.800.529	disease_disease	C17.800.529.594
C10.886.425	disease_disease	C10.886.425.800
C10.551.775	disease_disease	C10.551.775.250
C17.800	disease_disease	C17.800.794
C23.888.592.604	disease_disease	C23.888.592.604.150
C23.888.592.350	disease_disease	C23.888.592.350.090
C17.800.838.790.810	disease_disease	C17.800.838.790.810.260
C16.320.382	disease_disease	C16.320.382.750
C16.320.850.080	disease_disease	C16.320.850.080.090
C16.320.850.080	disease_disease	C16.320.850.080.600
C17.800	disease_disease	C17.800.329
C01.150.252.410.040.552.475	disease_disease	C01.150.252.410.040.552.475.371
C15.378.100.100	disease_disease	C15.378.100.100.320
C10.228.140.163.100	disease_disease	C10.228.140.163.100.380
C07.650	disease_disease	C07.650.500
C10.597.606.881	disease_disease	C10.597.606.881.350
C14.907.253.329	disease_disease	C14.907.253.329.374
C04.588.945.440.915	disease_disease	C04.588.945.440.915.500
C16.320.565.189.435.825.700	disease_disease	C16.320.565.189.435.825.700.750
C16.320	disease_disease	C16.320.070
C16.131.810.250	disease_disease	C16.131.810.250.500
C06.130.120.135	disease_disease	C06.130.120.135.250
C16.320.099	disease_disease	C16.320.099.500
C18.452.584	disease_disease	C18.452.584.750
C18.452.648.595.554	disease_disease	C18.452.648.595.554.590
C17.800.882.712	disease_disease	C17.800.882.712.500
C04.557.470.035	disease_disease	C04.557.470.035.415
C18.452.648.398.641	disease_disease	C18.452.648.398.641.803
C16.131.939.316	disease_disease	C16.131.939.316.129
C04.557.450.795	disease_disease	C04.557.450.795.550
C06.689	disease_disease	C06.689.150
C16.320.565.618	disease_disease	C16.320.565.618.590
C16.131.077	disease_disease	C16.131.077.371
C16.320.240	disease_disease	C16.320.240.500
C17.800	disease_disease	C17.800.229
C05.660.585.600	disease_disease	C05.660.585.600.374
C10.500.190	disease_disease	C10.500.190.200
C16.131.666.507.450	disease_disease	C16.131.666.507.450.499
C10.228.140.079	disease_disease	C10.228.140.079.493
C15.378.100.100	disease_disease	C15.378.100.100.515
C15.604.515	disease_disease	C15.604.515.562
C04.588	disease_disease	C04.588.448
C14.907.055.239	disease_disease	C14.907.055.239.587
C11.270	disease_disease	C11.270.862
C10.668.829.800	disease_disease	C10.668.829.800.875
C10.228.140.163.100	disease_disease	C10.228.140.163.100.365
C16.320.180.830	disease_disease	C16.320.180.830.300
C	disease_disease	C24
C16.320.400.375	disease_disease	C16.320.400.375.200
C15.378.100.141	disease_disease	C15.378.100.141.310
C10.668.829	disease_disease	C10.668.829.325
C10.228.662	disease_disease	C10.228.662.600
C18.452.648.595	disease_disease	C18.452.648.595.800
C18.452.750.400.500	disease_disease	C18.452.750.400.500.500
C12.777.967.500	disease_disease	C12.777.967.500.503
C06	disease_disease	C06.267
C16.131.077	disease_disease	C16.131.077.410
C16.131.077	disease_disease	C16.131.077.938
C26.212	disease_disease	C26.212.500
C16.320.565.176	disease_disease	C16.320.565.176.160
C16.320.700	disease_disease	C16.320.700.700
C16.320.400	disease_disease	C16.320.400.375
C15.378	disease_disease	C15.378.463
C19.053	disease_disease	C19.053.440
C16.320.700.250	disease_disease	C16.320.700.250.500
C10.228.140.617.738.300	disease_disease	C10.228.140.617.738.300.300
C10.574.843	disease_disease	C10.574.843.625
C18.452.648.189.435.825.300	disease_disease	C18.452.648.189.435.825.300.300
C15.378.140.855	disease_disease	C15.378.140.855.925
C05	disease_disease	C05.500
C18.452.648.398.641.201	disease_disease	C18.452.648.398.641.201.500
C18.452.648.398	disease_disease	C18.452.648.398.745
C15.604.515.569.480	disease_disease	C15.604.515.569.480.525
C17.800.804.493	disease_disease	C17.800.804.493.170
C17.300	disease_disease	C17.300.766
C08.674.453	disease_disease	C08.674.453.750
C14.907.055.239	disease_disease	C14.907.055.239.075
C04.588.805	disease_disease	C04.588.805.578
C16.320.565	disease_disease	C16.320.565.618
C13.351.968.419.135	disease_disease	C13.351.968.419.135.500
C17.300	disease_disease	C17.300.705
C14.240.400	disease_disease	C14.240.400.021
C16.320.565.618.711	disease_disease	C16.320.565.618.711.600
C10.228.140.695.625	disease_disease	C10.228.140.695.625.375
C09.150	disease_disease	C09.150.531
C13.351.875.253.795	disease_disease	C13.351.875.253.795.750
C05.116.099.370	disease_disease	C05.116.099.370.797
C20.673.430.250	disease_disease	C20.673.430.250.500
C16.131	disease_disease	C16.131.260
C15.378.147	disease_disease	C15.378.147.542
C04.557.450.795	disease_disease	C04.557.450.795.315
C11.640	disease_disease	C11.640.451
C17.800.827	disease_disease	C17.800.827.403
C18.452.648.398.641.803.925	disease_disease	C18.452.648.398.641.803.925.750
C12.777.419.473	disease_disease	C12.777.419.473.160
C16.131.240.400	disease_disease	C16.131.240.400.720
C18.452.648.151	disease_disease	C18.452.648.151.600
C16.131.077.717	disease_disease	C16.131.077.717.500
C18.452.584.500	disease_disease	C18.452.584.500.937
C08	disease_disease	C08.127
C16.131.077.245	disease_disease	C16.131.077.245.063
C18.452.132.100	disease_disease	C18.452.132.100.520
